135,9,903,"FLEXIBLE DE 1 3/4"" X 8"" C/BOQ",,0,FLX-1-3/4X8 CB,250.62,250.62,,12/03/18 23:18
136,9,904,"FLEXIBLE DE 1 3/4"" X 8"" S/BOQ",,0,FLX-1-3/4X8 SB,210.84,210.84,,12/03/18 23:18
137,9,905,"FLEXIBLE DE 21/2"" X 4"" C/BOQ",,0,FLX-2-1/2X4 CB,253.01,253.01,,12/03/18 23:18
138,9,906,"FLEXIBLE DE 2 1/2"" X 4"" S/BOQ",,0,FLX-2-1/2X4 SB,205.26,205.26,,12/03/18 23:18
139,9,907,"FLEXIBLE DE 2 1/2"" X 6"" C/BOQ",,0,FLX-2-1/2X6 CB,259.16,259.16,,12/03/18 23:18
140,9,908,"FLEXIBLE DE 2 1/2"" X 6"" S/BOQ",,0,FLX-2-1/2X6 SB,219.37,219.37,,12/03/18 23:18
141,9,909,"FLEXIBLE DE 2 1/2"" X 8"" C/BOQ",,0,FLX-2-1/2X8 CB,316.55,316.55,,12/03/18 23:18
142,9,910,"FLEXIBLE DE 2 1/2"" X 8"" S/BOQ",,0,FLX-2-1/2X8 SB,276.76,276.76,,12/03/18 23:18
143,9,911,"FLEXIBLE DE 21/4"" X 4"" C/BOQ",,0,FLX-2-1/4X4 CB,210.84,210.84,,12/03/18 23:18
144,9,912,"FLEXIBLE DE 2 1/4"" X 4"" S/BOQ",,0,FLX-2-1/4X4 SB,171.05,171.05,,12/03/18 23:18
145,9,913,"FLEXIBLE DE 21/4"" X 6"" C/BOQ",,0,FLX-2-1/4X6 CB,257.45,257.45,,12/03/18 23:18
146,9,914,"FLEXIBLE DE 2 1/4"" X 6"" S/BOQ",,0,FLX-2-1/4X6 SB,217.66,217.66,,12/03/18 23:18
147,9,915,"FLEXIBLE DE 21/4"" X 8"" C/BOQ",,0,FLX-2-1/4X8 CB,302.91,302.91,,12/03/18 23:18
148,9,916,"FLEXIBLE DE 2 1/4"" X 8"" S/BOQ",,0,FLX-2-1/4X8 SB,263.12,263.12,,12/03/18 23:18
149,9,917,"FLEXIBLE DE 2"" X 4"" C/BOQ",,0,FLX-2X4 CB,185.26,185.26,,12/03/18 23:18
150,9,918,FLEXIBLE DE 2 X 4 S/BOQ,,0,FLX-2X4 SB,145.49,145.49,,12/03/18 23:18
151,9,920,"FLEXIBLE DE 2"" X 6"" C/BOQ",,0,FLX-2X6 CB,229.02,229.02,,12/03/18 23:18
152,9,921,FLEXIBLE DE 2 X 6 S/BOQ,,0,FLX-2X6 SB,189.24,189.24,,12/03/18 23:18
153,9,922,"FLEXIBLE DE 2"" X 8"" C/BOQ",,0,FLX-2X8 CB,276.76,276.76,,12/03/18 23:18
154,9,923,FLEXIBLE DE 2 X 8 S/BOQ,,0,FLX-2X8 SB,236.99,236.99,,12/03/18 23:18
155,9,924,"FLEXIBLE DE 3"" X 6"" C/BOQ",,0,FLX-3X6 CB,318.83,318.83,,12/03/18 23:18
156,9,925,FLEXIBLE DE 3 X 6 S/BOQ,,0,FLX-3X6 SB,279.04,279.04,,12/03/18 23:18
157,9,926,FLEXIBLE PARA STRATUS,,0,FLX-STRATUS,376.3,376.3,,12/03/18 23:18
